,frankenstein,dracula,treasure_island,monte_cristo,republic,communist_manifesto
impartial,0,0,0,4,1,1
jottings,0,0,0,1,0,0
miscellaneous,0,0,0,1,0,0
veuves,0,0,0,1,0,0
gosset,0,0,0,1,0,0
philip,0,0,0,4,0,0
loads,0,0,0,1,0,0
induces,0,0,0,3,1,1
droll,0,0,0,4,0,0
aces,0,0,0,1,0,0
fives,0,0,0,1,0,0
sevens,0,0,0,1,0,0
eights,0,0,0,1,0,0
nines,0,0,0,1,0,0
tens,0,0,0,1,0,0
distances,0,0,0,2,2,0
calumny,0,0,0,2,0,0
meanness,0,0,0,1,18,1
rake,0,0,0,1,0,0
retracting,0,0,0,1,0,0
retractation,0,0,0,4,0,0
harebrained,0,0,0,1,0,0
advising,0,0,0,1,1,0
immemorial,0,0,0,1,0,1
geranium,0,0,0,1,0,0
implicates,0,0,0,1,0,0
badges,0,0,0,1,0,0
identifies,0,0,0,1,1,0
modifications,0,0,0,1,0,0
contradicting,0,0,0,1,2,0
skilled,0,0,0,1,8,0
affirmed,0,0,0,1,11,0
amicable,0,0,0,1,0,0
constituted,0,0,0,2,5,0
vented,0,0,0,2,0,0
switching,0,0,0,1,0,0
lashing,0,0,0,1,0,0
triangle,0,0,0,2,8,0
lends,0,0,0,1,0,0
dispensed,0,0,0,1,2,0
timely,0,0,0,1,0,0
imposes,0,0,0,1,1,0
coveting,0,0,0,2,0,0
dregs,0,0,0,2,1,0
adieux,0,0,0,1,0,0
agonized,0,0,0,1,0,0
eluding,0,0,0,2,0,0
ether,0,0,0,3,0,0
turpentine,0,0,0,1,0,0
emetic,0,0,0,5,1,0
cramps,0,0,0,1,0,0
drowsiness,0,0,0,2,0,0
immovably,0,0,0,1,0,0
inflate,0,0,0,1,0,0
vomit,0,0,0,1,0,0
yawn,0,0,0,1,1,0
jawbones,0,0,0,1,0,0
bloodshot,0,0,0,3,0,0
pantry,0,0,0,1,0,0
syrup,0,0,0,8,0,0
harping,0,0,0,1,0,0
litmus,0,0,0,2,0,0
acid,0,0,0,2,0,0
spoonfuls,0,0,0,2,0,0
sediment,0,0,0,2,0,0
opal,0,0,0,3,0,0
raps,0,0,0,1,0,0
monstrosities,0,0,0,1,0,0
agrippina,0,0,0,1,0,0
sullied,0,0,0,1,0,0
brunhilda,0,0,0,1,0,0
fredegund,0,0,0,1,0,0
jurisprudence,0,0,0,1,0,1
ant,0,0,0,1,0,0
polonius,0,0,0,1,0,0
agrees,0,0,0,1,5,0
circumspection,0,0,0,1,0,0
corpses,0,0,0,3,0,0
suffocating,0,0,0,1,0,0
sedentary,0,0,0,1,0,0
testifying,0,0,0,1,0,0
inauspiciously,0,0,0,1,0,0
anxieties,0,0,0,1,0,0
establishing,0,0,0,2,0,1
gloss,0,0,0,2,0,0
correcting,0,0,0,1,1,0
leonora,0,0,0,1,0,0
inconceivably,0,0,0,1,0,0
cheval,0,0,0,3,0,0
rouge,0,0,0,3,0,0
picpus,0,0,0,1,0,0
nilmontant,0,0,0,1,0,0
fruiteress,0,0,0,2,0,0
pailletin,0,0,0,1,0,0
musk,0,0,0,1,0,0
cloves,0,0,0,1,0,0
pan,0,0,0,4,1,0
relished,0,0,0,1,0,0
peeling,0,0,0,1,0,0
onions,0,0,0,4,0,0
temperedly,0,0,0,1,0,0
sententiously,0,0,0,1,0,0
glands,0,0,0,1,0,0
overpowers,0,0,0,1,1,0
codicils,0,0,0,1,0,0
pilchards,0,0,0,1,0,0
butter,0,0,0,1,0,0
vine,0,0,0,2,2,0
economize,0,0,0,1,0,0
cultivate,0,0,0,2,0,0
mio,0,0,0,3,0,0
marred,0,0,0,1,1,0
livelihood,0,0,0,1,1,1
christmas,0,0,0,1,0,0
brussels,0,0,0,6,0,0
covetous,0,0,0,1,7,0
feeds,0,0,0,1,5,0
germ,0,0,0,1,3,0
dryly,0,0,0,1,0,0
retaken,0,0,0,1,0,0
bastards,0,0,0,1,1,0
codicil,0,0,0,3,0,0
acknowledges,0,0,0,3,4,0
cascades,0,0,0,1,0,0
polisher,0,0,0,1,0,0
catches,0,0,0,1,1,0
exhibition,0,0,0,2,1,0
rectangle,0,0,0,2,0,0
extortion,0,0,0,2,0,0
confiteor,0,0,0,1,0,0
huret,0,0,0,1,0,0
fichet,0,0,0,1,0,0
revised,0,0,0,2,0,0
sloop,0,0,0,3,0,0
fiesco,0,0,0,1,0,0
moor,0,0,0,1,0,0
denying,0,0,0,2,2,0
contests,0,0,0,1,3,0
forsooth,0,0,0,1,0,0
assemble,0,0,0,1,0,0
disarranging,0,0,0,1,0,0
staple,0,0,0,1,0,0
crust,0,0,0,1,0,0
hatchets,0,0,0,1,0,0
invalides,0,0,0,3,0,0
doleful,0,0,0,1,0,0
vibration,0,0,0,2,0,0
practised,0,0,0,1,10,0
pane,0,0,0,2,0,0
staples,0,0,0,1,0,0
nightingales,0,0,0,1,0,0
grind,0,0,0,1,0,0
grinder,0,0,0,1,0,0
picklock,0,0,0,1,0,0
reverend,0,0,0,27,2,0
pitilessly,0,0,0,1,0,1
pshaw,0,0,0,2,0,0
johannes,0,0,0,1,0,0
mandrier,0,0,0,2,0,0
nap,0,0,0,1,0,0
fetters,0,0,0,1,1,2
protestation,0,0,0,1,0,0
factitious,0,0,0,2,0,0
abettor,0,0,0,1,0,0
blunted,0,0,0,1,1,0
dislocated,0,0,0,1,0,0
restrains,0,0,0,1,0,0
stroking,0,0,0,1,0,0
fleshy,0,0,0,1,0,0
felon,0,0,0,3,0,0
suffices,0,0,0,2,0,1
coping,0,0,0,2,2,0
astride,0,0,0,1,0,0
waylaid,0,0,0,1,0,0
ebbing,0,0,0,1,0,0
posthumous,0,0,0,1,0,0
sloth,0,0,0,1,0,0
unhoped,0,0,0,2,0,0
dost,0,0,0,1,0,0
registry,0,0,0,1,0,0
morgue,0,0,0,1,0,0
diligent,0,0,0,1,2,0
matrimony,0,0,0,3,1,0
attributing,0,0,0,2,4,0
facilitate,0,0,0,1,1,0
visa,0,0,0,1,0,0
delvino,0,0,0,1,0,0
attestation,0,0,0,1,0,0
recollecting,0,0,0,2,0,0
attestations,0,0,0,1,0,0
forsook,0,0,0,2,0,0
undue,0,0,0,2,0,0
interrogates,0,0,0,1,0,0
comforters,0,0,0,1,0,0
misunderstand,0,0,0,1,0,0
renown,0,0,0,1,1,0
purveyor,0,0,0,2,2,0
deo,0,0,0,1,0,0
ignoto,0,0,0,1,0,0
pilate,0,0,0,1,0,0
impresari,0,0,0,1,0,0
director,0,0,0,2,4,0
recollects,0,0,0,2,0,0
augustus,0,0,0,1,0,0
amphitrite,0,0,0,2,0,0
britzka,0,0,0,3,0,0
borromean,0,0,0,1,0,0
fickle,0,0,0,1,0,0
francis,0,0,0,1,0,0
refinements,0,0,0,1,2,0
prodigy,0,0,0,1,0,0
pontoise,0,0,0,2,0,0
manes,0,0,0,1,0,0
simoom,0,0,0,1,0,0
refill,0,0,0,1,0,0
bastinado,0,0,0,1,0,0
accounting,0,0,0,1,0,0
deceptive,0,0,0,1,0,0
degrading,0,0,0,1,1,0
regeneration,0,0,0,1,0,0
piscatory,0,0,0,1,0,0
designing,0,0,0,1,0,0
disagreeably,0,0,0,1,0,0
florentin,0,0,0,7,0,0
lame,0,0,0,1,4,0
veined,0,0,0,1,0,0
password,0,0,0,1,0,0
deriving,0,0,0,1,1,0
usher,0,0,0,2,0,0
publisher,0,0,0,1,0,0
professing,0,0,0,1,4,0
beet,0,0,0,1,0,0
defamation,0,0,0,1,0,0
scandalize,0,0,0,1,0,0
array,0,0,0,1,4,0
accusatory,0,0,0,1,0,0
comments,0,0,0,3,0,0
substantiated,0,0,0,1,0,0
haughtiness,0,0,0,1,0,0
talented,0,0,0,2,0,0
defamatory,0,0,0,1,0,0
tribune,0,0,0,1,0,0
orator,0,0,0,3,2,0
calumnious,0,0,0,1,0,0
timidity,0,0,0,1,0,0
conciliated,0,0,0,1,0,0
repel,0,0,0,2,3,0
bends,0,0,0,1,0,0
liberals,0,0,0,1,0,0
convincing,0,0,0,3,4,0
macedonia,0,0,0,2,0,0
eyewitness,0,0,0,1,1,0
brilliancy,0,0,0,3,0,0
satchel,0,0,0,1,0,0
primate,0,0,0,1,0,0
kobbir,0,0,0,5,0,0
imputations,0,0,0,1,1,0
translator,0,0,0,1,1,0
transmission,0,0,0,1,0,0
hegira,0,0,0,1,0,0
affixed,0,0,0,1,0,0
counselled,0,0,0,1,0,0
periodical,0,0,0,1,0,1
granting,0,0,0,1,1,0
spear,0,0,0,1,1,0
defending,0,0,0,3,2,0
disarm,0,0,0,1,0,0
felony,0,0,0,1,0,0
unbecoming,0,0,0,1,5,0
majestically,0,0,0,1,0,0
councillors,0,0,0,1,0,0
vaugirard,0,0,0,1,0,0
calumniator,0,0,0,2,0,0
hypocritically,0,0,0,1,0,1
baseness,0,0,0,1,3,0
implicate,0,0,0,1,0,0
insinuations,0,0,0,2,0,0
espoused,0,0,0,1,1,0
conciliate,0,0,0,1,0,0
obliges,0,0,0,1,0,0
discomposed,0,0,0,2,1,0
assigning,0,0,0,1,2,0
characterize,0,0,0,1,1,0
altercation,0,0,0,1,0,0
perfidy,0,0,0,1,0,0
exasperates,0,0,0,1,0,0
adorably,0,0,0,1,0,0
duprez,0,0,0,3,0,0
mathilde,0,0,0,1,0,0
idole,0,0,0,1,0,0
rap,0,0,0,1,0,0
apologize,0,0,0,2,0,0
guaranties,0,0,0,1,0,0
guaranty,0,0,0,2,0,0
colonies,0,0,0,1,1,2
braggadocio,0,0,0,1,0,0
barbarisms,0,0,0,1,0,0
suivez,0,0,0,1,0,0
moi,0,0,0,1,0,0
sportsmen,0,0,0,1,0,0
parquet,0,0,0,1,0,0
punishes,0,0,0,2,2,0
adoption,0,0,0,1,0,0
stipendiary,0,0,0,1,0,0
avenger,0,0,0,4,0,0
ophir,0,0,0,1,0,0
fertilized,0,0,0,1,0,0
chaos,0,0,0,1,5,0
snuffed,0,0,0,1,0,0
slumbered,0,0,0,1,0,1
propitious,0,0,0,1,0,0
fatalist,0,0,0,1,0,0
believer,0,0,0,1,4,0
exaggerating,0,0,0,1,1,0
justifiable,0,0,0,1,0,0
uncertainties,0,0,0,1,0,0
mar,0,0,0,1,0,0
legacies,0,0,0,1,0,0
tortoni,0,0,0,1,0,0
swordsman,0,0,0,1,0,0
dexterous,0,0,0,1,0,0
buckshot,0,0,0,1,0,0
conceded,0,0,0,1,0,0
philippi,0,0,0,1,0,0
considerately,0,0,0,1,0,0
disengaged,0,0,0,1,3,0
affably,0,0,0,1,0,0
avenues,0,0,0,2,0,0
revenging,0,0,0,2,0,0
infallibility,0,0,0,1,0,0
dishonorably,0,0,0,1,0,0
yaninas,0,0,0,1,0,0
chivalric,0,0,0,1,0,0
hague,0,0,0,1,0,0
forsworn,0,0,0,1,0,0
unfastening,0,0,0,1,0,0
artistic,0,0,0,1,3,0
bronzes,0,0,0,1,0,0
feuch,0,0,0,1,0,0
barye,0,0,0,1,0,0
inventory,0,0,0,3,0,0
prancing,0,0,0,1,0,0
laces,0,0,0,1,0,0
dictates,0,0,0,1,0,0
herrera,0,0,0,1,0,0
ceaseless,0,0,0,1,1,0
promote,0,0,0,2,0,1
ungenerous,0,0,0,1,0,0
marigny,0,0,0,1,0,0
drought,0,0,0,2,1,0
elate,0,0,0,1,0,0
throb,0,0,0,3,0,0
constricted,0,0,0,1,0,0
authorized,0,0,0,1,1,0
articulating,0,0,0,1,0,0
procures,0,0,0,1,0,0
fernands,0,0,0,1,0,0
coverings,0,0,0,1,0,0
lamentable,0,0,0,2,0,0
alcove,0,0,0,1,0,0
crazed,0,0,0,1,0,0
footstool,0,0,0,1,0,0
panacea,0,0,0,1,0,0
devotedness,0,0,0,1,0,0
sugared,0,0,0,1,0,0
glassful,0,0,0,1,0,0
translation,0,0,0,1,3,1
housemaid,0,0,0,2,0,0
translating,0,0,0,1,2,0
ducks,0,0,0,1,0,0
preludes,0,0,0,1,0,0
contagious,0,0,0,1,0,0
keenness,0,0,0,1,2,0
timidities,0,0,0,1,0,0
artless,0,0,0,1,0,0
toppled,0,0,0,1,0,0
giddiness,0,0,0,2,1,0
stimulate,0,0,0,1,3,0
tardiness,0,0,0,1,0,0
resound,0,0,0,1,0,0
matignon,0,0,0,2,0,0
impels,0,0,0,1,0,0
constrains,0,0,0,1,0,0
exterminating,0,0,0,3,0,0
vehmgericht,0,0,0,1,0,0
tribunals,0,0,0,1,0,0
sterne,0,0,0,1,0,0
atreidae,0,0,0,2,0,0
algeria,0,0,0,2,0,0
tortuous,0,0,0,2,0,0
privately,0,0,0,1,4,0
fanny,0,0,0,1,0,0
diviner,0,0,0,1,3,0
accustoming,0,0,0,2,1,0
neutralize,0,0,0,1,0,0
deviates,0,0,0,1,0,0
unsafe,0,0,0,1,0,0
carpenters,0,0,0,1,1,0
masons,0,0,0,1,0,0
toilette,0,0,0,1,0,0
performing,0,0,0,1,4,0
chronic,0,0,0,1,0,0
cashbooks,0,0,0,1,0,0
fortresses,0,0,0,1,0,0
quantities,0,0,0,1,2,0
rural,0,0,0,1,0,2
pastorals,0,0,0,1,0,0
pointedness,0,0,0,1,0,0
passiveness,0,0,0,1,0,0
observable,0,0,0,2,0,0
schoolgirl,0,0,0,1,0,0
encumber,0,0,0,1,0,0
aphorisms,0,0,0,1,0,0
drus,0,0,0,1,0,0
bias,0,0,0,1,1,0
shipwreck,0,0,0,2,1,0
encumbrance,0,0,0,1,0,0
expands,0,0,0,1,0,0
disputed,0,0,0,2,2,0
impute,0,0,0,1,1,0
imbibe,0,0,0,1,0,0
animates,0,0,0,1,0,0
logician,0,0,0,1,2,0
pasta,0,0,0,1,0,0
grisi,0,0,0,1,0,0
sour,0,0,0,1,0,0
prodigality,0,0,0,1,0,0
acclamations,0,0,0,1,0,0
supersedes,0,0,0,1,0,0
fostered,0,0,0,1,0,0
professedly,0,0,0,1,0,0
accelerate,0,0,0,3,0,0
unrelenting,0,0,0,1,0,0
industrial,0,0,0,1,2,14
deluded,0,0,0,2,1,0
mississippi,0,0,0,1,0,0
millionth,0,0,0,1,0,0
ohio,0,0,0,1,0,0
mortgage,0,0,0,1,0,0
disgraceful,0,0,0,1,6,0
gulfs,0,0,0,1,0,0
brabantio,0,0,0,1,0,0
pawing,0,0,0,2,0,0
doorsteps,0,0,0,2,0,0
charmingly,0,0,0,1,1,0
tow,0,0,0,1,0,0
contracting,0,0,0,1,0,0
dorante,0,0,0,1,0,0
alceste,0,0,0,1,0,0
perfidious,0,0,0,1,0,0
arousing,0,0,0,1,1,0
aspects,0,0,0,1,8,0
seraglio,0,0,0,1,0,0
stylishly,0,0,0,1,0,0
appoint,0,0,0,1,2,0
trebling,0,0,0,1,0,0
initiative,0,0,0,1,0,1
sympathized,0,0,0,1,0,0
butterflies,0,0,0,1,0,0
drones,0,0,0,1,20,0
mouldings,0,0,0,2,0,0
unaccompanied,0,0,0,1,0,0
taxation,0,0,0,1,1,1
turquoises,0,0,0,1,0,0
opals,0,0,0,1,0,0
ugliest,0,0,0,1,0,0
turban,0,0,0,1,0,0
agitate,0,0,0,1,0,0
endymion,0,0,0,1,0,0
expansive,0,0,0,1,0,0
scrawled,0,0,0,1,0,0
boileau,0,0,0,1,0,0
nergique,0,0,0,1,0,0
delusions,0,0,0,1,0,0
outvie,0,0,0,1,0,0
senior,0,0,0,1,0,0
vexatious,0,0,0,1,0,0
forebode,0,0,0,1,0,0
deciphering,0,0,0,1,0,0
floorkeepers,0,0,0,1,0,0
rens,0,0,0,1,0,0
quem,0,0,0,1,0,0
devoret,0,0,0,1,0,0
girded,0,0,0,1,0,0
consciences,0,0,0,1,0,0
commissioner,0,0,0,1,0,0
cholera,0,0,0,2,0,0
morbus,0,0,0,1,0,0
condolences,0,0,0,1,0,0
closeted,0,0,0,1,0,0
inseparable,0,0,0,1,6,0
butlers,0,0,0,1,0,0
directors,0,0,0,1,0,0
lombardy,0,0,0,1,0,0
canals,0,0,0,1,0,0
princesses,0,0,0,1,0,0
amazon,0,0,0,1,0,0
omphale,0,0,0,1,0,0
wadded,0,0,0,1,0,0
braids,0,0,0,1,0,0
li,0,0,0,1,0,0
gothard,0,0,0,1,0,0
contralto,0,0,0,1,0,0
victoire,0,0,0,1,0,0
judith,0,0,0,1,0,0
delilah,0,0,0,1,0,0
shutter,0,0,0,2,0,0
laundress,0,0,0,2,0,0
strap,0,0,0,1,0,0
extenuating,0,0,0,2,0,0
villette,0,0,0,2,0,0
inopportunely,0,0,0,1,0,0
trousseau,0,0,0,1,0,0
caskets,0,0,0,1,0,0
shawls,0,0,0,1,0,0
valenciennes,0,0,0,1,0,0
corbeille,0,0,0,1,0,0
gladiator,0,0,0,3,0,0
spartan,0,0,0,2,17,0
fayette,0,0,0,1,0,0
enshrouded,0,0,0,1,0,0
poissonni,0,0,0,1,0,0
fares,0,0,0,1,0,0
louvres,0,0,0,3,0,0
sweetened,0,0,0,1,0,0
serval,0,0,0,3,0,0
bourget,0,0,0,1,0,0
hop,0,0,0,1,0,0
pla,0,0,0,1,0,0
cabriolets,0,0,0,1,0,0
tenths,0,0,0,1,1,2
lusty,0,0,0,1,0,0
oise,0,0,0,1,0,0
moat,0,0,0,1,0,0
topcoat,0,0,0,1,0,0
mortefontaine,0,0,0,1,0,0
senlis,0,0,0,1,0,0
compi,0,0,0,6,0,0
gne,0,0,0,6,0,0
maul,0,0,0,1,0,0
dominique,0,0,0,1,0,0
concluding,0,0,0,1,2,0
chantilly,0,0,0,1,0,0
twining,0,0,0,1,0,0
prettiest,0,0,0,1,0,0
woodcutter,0,0,0,1,0,0
woodman,0,0,0,1,0,0
embrowned,0,0,0,1,0,0
misadventures,0,0,0,1,0,0
unclasped,0,0,0,1,0,0
predominating,0,0,0,2,0,0
blocking,0,0,0,1,0,0
dishonest,0,0,0,1,1,0
gymnastic,0,0,0,1,60,0
achilles,0,0,0,1,8,0
deidamia,0,0,0,1,0,0
reinforced,0,0,0,1,0,0
endeavors,0,0,0,3,0,0
commissaries,0,0,0,1,0,0
triply,0,0,0,1,0,0
closets,0,0,0,1,0,0
sixteenth,0,0,0,1,1,1
villers,0,0,0,1,0,0
coterets,0,0,0,1,0,0
noyon,0,0,0,1,0,0
functionary,0,0,0,2,0,0
brigadiers,0,0,0,1,0,0
gendarmerie,0,0,0,1,0,0
needlessly,0,0,0,1,0,0
bedclothes,0,0,0,4,0,0
fuss,0,0,0,1,1,0
sneers,0,0,0,2,0,0
flandre,0,0,0,1,0,0
incarcerated,0,0,0,1,0,0
conciergerie,0,0,0,2,0,0
ridding,0,0,0,1,0,0
dissension,0,0,0,1,1,0
classed,0,0,0,1,0,0
fourths,0,0,0,1,1,0
repelling,0,0,0,1,0,0
grisettes,0,0,0,1,0,0
satire,0,0,0,1,4,0
disgraced,0,0,0,1,0,0
supplicate,0,0,0,1,0,0
lazaretto,0,0,0,1,0,0
gravestone,0,0,0,1,0,0
tradesman,0,0,0,1,0,0
magnify,0,0,0,1,1,0
underlings,0,0,0,1,0,0
impostor,0,0,0,3,1,0
extenuate,0,0,0,1,0,0
vindictively,0,0,0,1,0,0
forgery,0,0,0,2,0,0
siren,0,0,0,1,2,0
pardonable,0,0,0,1,0,0
robberies,0,0,0,1,0,0
arson,0,0,0,1,0,0
session,0,0,0,2,0,0
courts,0,0,0,1,10,0
somnolence,0,0,0,1,0,0
alabaster,0,0,0,1,0,0
maze,0,0,0,1,0,0
reviewing,0,0,0,2,0,0
storing,0,0,0,1,0,0
reproducing,0,0,0,1,0,0
apparitions,0,0,0,1,1,0
detach,0,0,0,2,0,0
transparency,0,0,0,1,0,0
dissolving,0,0,0,1,0,0
healthful,0,0,0,1,0,0
circulate,0,0,0,1,0,1
neutralized,0,0,0,2,0,0
beverages,0,0,0,2,0,0
fortifying,0,0,0,1,0,0
feign,0,0,0,1,0,0
slower,0,0,0,3,1,0
inefficacy,0,0,0,1,0,0
withdrawal,0,0,0,3,0,0
alcohol,0,0,0,1,0,0
unsuspicious,0,0,0,1,0,0
ripening,0,0,0,1,0,0
plots,0,0,0,1,1,0
pulsations,0,0,0,1,0,0
pastille,0,0,0,2,0,0
flickerings,0,0,0,2,0,0
hireling,0,0,0,1,1,0
lightening,0,0,0,1,0,0
nitric,0,0,0,1,0,0
unveiling,0,0,0,1,0,0
engrossing,0,0,0,1,1,0
supplying,0,0,0,1,2,0
epilepsy,0,0,0,1,0,0
pores,0,0,0,1,0,0
ministrations,0,0,0,1,0,0
commits,0,0,0,1,0,0
assassinates,0,0,0,1,0,0
distinctness,0,0,0,1,2,0
rave,0,0,0,2,0,0
interlocutor,0,0,0,2,0,0
inexpressibly,0,0,0,2,0,0
clashed,0,0,0,1,0,0
quill,0,0,0,1,0,0
thirsts,0,0,0,2,1,0
conjures,0,0,0,1,0,0
disengaging,0,0,0,1,1,0
mayoralty,0,0,0,1,0,0
unclosed,0,0,0,2,0,0
chloride,0,0,0,1,0,0
lime,0,0,0,2,0,0
undertakers,0,0,0,2,0,0
contradiction,0,0,0,1,16,1
stun,0,0,0,1,0,0
crape,0,0,0,1,0,0
puritanical,0,0,0,1,0,0
endurable,0,0,0,2,1,0
mitigates,0,0,0,1,0,0
efficacy,0,0,0,2,0,0
demolish,0,0,0,1,0,0
cr,0,0,0,1,0,0
sus,0,0,0,1,0,0
wrested,0,0,0,2,1,0
transacting,0,0,0,1,0,0
nervously,0,0,0,1,0,0
receiver,0,0,0,5,2,0
charities,0,0,0,3,0,0
widows,0,0,0,2,0,0
depute,0,0,0,1,0,0
checks,0,0,0,2,0,0
credits,0,0,0,1,0,0
hospitals,0,0,0,3,0,0
guiltily,0,0,0,1,0,0
retires,0,0,0,1,3,0
deficiency,0,0,0,1,3,0
notified,0,0,0,1,0,0
nun,0,0,0,1,0,0
macaire,0,0,0,2,0,0
rick,0,0,0,2,0,0
wended,0,0,0,1,0,0
chilliness,0,0,0,1,0,0
metropolis,0,0,0,1,0,0
chant,0,0,0,1,0,0
ab,0,0,0,1,0,0
lard,0,0,0,1,0,0
premature,0,0,0,1,0,0
quoting,0,0,0,1,1,0
stanzas,0,0,0,1,0,0
malherbe,0,0,0,1,0,0
rier,0,0,0,1,0,0
roquette,0,0,0,1,0,0
panelled,0,0,0,1,0,0
intruded,0,0,0,1,0,0
enact,0,0,0,1,1,0
maniacal,0,0,0,1,0,0
revulsion,0,0,0,1,0,0
relax,0,0,0,1,2,0
incense,0,0,0,1,2,0
dewdrops,0,0,0,1,0,0
wield,0,0,0,1,0,1
agencies,0,0,0,1,1,0
honeyed,0,0,0,1,1,0
curing,0,0,0,1,0,0
deadliest,0,0,0,3,0,0
pr,0,0,0,2,0,0
superintendence,0,0,0,1,1,1
concierges,0,0,0,1,0,0
fusion,0,0,0,1,1,0
overturned,0,0,0,1,0,0
acknowledgments,0,0,0,1,0,0
opulence,0,0,0,1,0,0
jointure,0,0,0,1,0,0
stilling,0,0,0,1,0,0
partnership,0,0,0,2,4,0
methodical,0,0,0,1,0,0
tearless,0,0,0,1,0,0
disdaining,0,0,0,1,0,0
priority,0,0,0,1,0,0
prominent,0,0,0,1,1,0
burdensome,0,0,0,1,0,0
earthen,0,0,0,2,0,0
pallet,0,0,0,2,0,0
economical,0,0,0,3,0,2
landlords,0,0,0,1,0,0
uncarpeted,0,0,0,1,0,0
indissoluble,0,0,0,1,0,0
economizing,0,0,0,1,0,0
extorting,0,0,0,1,0,0
synonymous,0,0,0,1,0,0
twine,0,0,0,1,0,0
stoves,0,0,0,1,0,0
exotics,0,0,0,1,0,0
steamboats,0,0,0,1,0,0
handsomely,0,0,0,1,0,0
frs,0,0,0,2,0,0
souvenir,0,0,0,1,0,0
lamorici,0,0,0,1,0,0
ney,0,0,0,1,0,0
changarnier,0,0,0,1,0,0
bedeau,0,0,0,1,0,0
essentially,0,0,0,1,2,0
recommendations,0,0,0,1,0,0
unimaginative,0,0,0,1,0,0
deniers,0,0,0,2,0,0
captives,0,0,0,1,4,0
thickness,0,0,0,1,2,0
gratings,0,0,0,2,0,0
herculean,0,0,0,1,1,0
obliquely,0,0,0,1,1,0
sharpening,0,0,0,1,1,0
wearer,0,0,0,1,0,0
pluming,0,0,0,1,0,0
grease,0,0,0,1,0,0
bug,0,0,0,1,0,0
larks,0,0,0,1,0,0
savate,0,0,0,3,0,0
cuffing,0,0,0,1,0,0
shoe,0,0,0,3,0,0
heeled,0,0,0,2,0,0
anguille,0,0,0,1,0,0
flail,0,0,0,1,0,0
horsewhip,0,0,0,1,0,0
smacked,0,0,0,1,0,0
substantial,0,0,0,1,3,0
showered,0,0,0,1,0,0
alliances,0,0,0,1,2,0
extricating,0,0,0,1,0,0
pincette,0,0,0,1,0,0
bailed,0,0,0,1,0,0
resides,0,0,0,1,5,0
racine,0,0,0,1,0,0
pix,0,0,0,2,0,0
pygmy,0,0,0,1,0,0
novices,0,0,0,1,0,0
jingled,0,0,0,1,0,0
vulnerable,0,0,0,1,0,0
seclude,0,0,0,1,0,0
applications,0,0,0,1,8,0
dissipating,0,0,0,1,0,0
tarquin,0,0,0,1,0,0
lopped,0,0,0,1,0,0
poppies,0,0,0,1,0,0
linden,0,0,0,1,0,0
divested,0,0,0,1,2,0
elastic,0,0,0,1,1,0
daisies,0,0,0,1,0,0
bonbons,0,0,0,1,0,0
unbuttoned,0,0,0,1,0,0
interrogatories,0,0,0,1,0,0
compiling,0,0,0,1,0,0
depositions,0,0,0,1,0,0
lark,0,0,0,1,0,0
chocolate,0,0,0,3,0,0
dented,0,0,0,1,0,0
shaved,0,0,0,1,0,0
ottoman,0,0,0,1,0,0
pamphlets,0,0,0,1,0,1
impudent,0,0,0,1,0,0
poisoners,0,0,0,1,0,0
nicety,0,0,0,1,0,0
diminishes,0,0,0,1,0,0
pronounces,0,0,0,1,1,0
unblemished,0,0,0,1,0,0
laudable,0,0,0,1,0,0
vociferated,0,0,0,1,0,0
frequenting,0,0,0,2,0,0
fallibility,0,0,0,1,1,0
malevolence,0,0,0,1,0,0
eying,0,0,0,1,0,0
monocle,0,0,0,1,0,0
millionnaire,0,0,0,1,0,0
genealogist,0,0,0,1,0,0
divina,0,0,0,1,0,0
comedia,0,0,0,1,0,0
phlegmatically,0,0,0,1,0,0
subtlety,0,0,0,1,0,0
phrenological,0,0,0,1,0,0
bloodhound,0,0,0,1,0,0
principality,0,0,0,3,0,0
distilling,0,0,0,1,0,0
cosmetics,0,0,0,1,0,0
multitudinously,0,0,0,3,0,0
wither,0,0,0,1,0,0
phenomenon,0,0,0,2,2,0
adept,0,0,0,1,0,0
rebuffed,0,0,0,1,0,0
precocious,0,0,0,1,0,0
hypothesis,0,0,0,1,3,0
blanches,0,0,0,1,0,0
disdained,0,0,0,1,0,0
forger,0,0,0,1,0,0
cynicism,0,0,0,1,0,0
classified,0,0,0,1,0,0
reprimand,0,0,0,1,0,0
morality,0,0,0,1,25,3
bravado,0,0,0,1,0,0
unconcerned,0,0,0,1,0,0
scum,0,0,0,1,0,1
citizens,0,0,0,1,129,0
instil,0,0,0,1,0,1
ordaining,0,0,0,1,0,0
blaspheme,0,0,0,2,0,0
clearest,0,0,0,1,1,1
indented,0,0,0,1,0,0
crushes,0,0,0,1,0,0
adjourned,0,0,0,1,0,0
density,0,0,0,1,0,0
contingency,0,0,0,1,0,0
typhus,0,0,0,1,0,0
flee,0,0,0,2,1,0
softening,0,0,0,1,2,0
stopper,0,0,0,1,0,0
threshhold,0,0,0,1,0,0
reawaken,0,0,0,1,0,0
violating,0,0,0,1,0,0
unto,0,0,0,1,3,0
lioness,0,0,0,1,0,0
contemplates,0,0,0,1,2,0
ajax,0,0,0,1,4,0
foams,0,0,0,1,0,0
griped,0,0,0,1,0,0
boiled,0,0,0,1,2,0
deluge,0,0,0,1,1,0
